trt,site,yr,month,day,line,replicate (2m apart),measurement (cm),g_per_m2
untrtpd,untrtpd3_1,2022,6,14,9,18,2,125.1431497
untrtpd,untrtpd3_1,2022,6,14,9,19,1,104.9398939
untrtpd,untrtpd3_1,2022,6,14,9,20,2,125.1431497
untrtpd,untrtpd3_1,2022,6,14,9,21,2,125.1431497
untrtpd,untrtpd3_1,2022,6,14,9,22,1,104.9398939
untrtpd,untrtpd3_1,2022,6,14,9,23,4,165.5496613
untrtpd,untrtpd3_1,2022,6,14,9,24,2,125.1431497
untrtpd,untrtpd3_1,2022,6,14,9,25,1,104.9398939
untrtpd,untrtpd3_1,2022,6,14,9,26,1,104.9398939
untrtpd,untrtpd3_1,2022,6,14,9,27,1,104.9398939
untrtpd,untrtpd3_1,2022,6,14,9,28,3,145.3464055
untrtpd,untrtpd3_1,2022,6,14,9,29,2,125.1431497
untrtpd,untrtpd3_1,2022,6,14,9,30,2,125.1431497
bison,bison1_1,2022,7,4,4,1,3,145.3464055
bison,bison1_1,2022,7,4,4,2,19,468.598498
bison,bison1_1,2022,7,4,4,3,6,205.9561728
bison,bison1_1,2022,7,4,4,4,4,165.5496613
bison,bison1_1,2022,7,4,4,5,4,165.5496613
bison,bison1_1,2022,7,4,4,6,15,387.7854749
bison,bison1_1,2022,7,4,4,7,11,306.9724517
bison,bison1_1,2022,7,4,4,8,4,165.5496613
bison,bison1_1,2022,7,4,4,9,5,185.752917
bison,bison1_1,2022,7,4,4,10,3,145.3464055
bison,bison1_1,2022,7,4,4,11,1,104.9398939
bison,bison1_1,2022,7,4,4,12,17,428.1919865
bison,bison1_1,2022,7,4,4,13,8,246.3626844
bison,bison1_1,2022,7,4,4,14,7,226.1594286
bison,bison1_1,2022,7,4,4,15,15,387.7854749
bison,bison1_1,2022,7,4,4,16,11,306.9724517
bison,bison1_1,2022,7,4,4,17,15,387.7854749
bison,bison1_1,2022,7,4,4,18,5,185.752917
bison,bison1_1,2022,7,4,4,19,6,205.9561728
bison,bison1_1,2022,7,4,4,20,7,226.1594286
bison,bison1_1,2022,7,4,4,21,13,347.3789633
bison,bison1_1,2022,7,4,4,22,19,468.598498
bison,bison1_1,2022,7,4,4,23,11,306.9724517
bison,bison1_1,2022,7,4,4,24,12,327.1757075
bison,bison1_1,2022,7,4,4,25,20,488.8017538
bison,bison1_1,2022,7,4,4,26,23,549.4115212
bison,bison1_1,2022,7,4,4,27,13,347.3789633
bison,bison1_1,2022,7,4,4,28,8,246.3626844
bison,bison1_1,2022,7,4,4,29,1,104.9398939
bison,bison1_1,2022,7,4,4,30,10,286.769196
bison,bison1_1,2022,7,4,9,1,4,165.5496613
bison,bison1_1,2022,7,4,9,2,5,185.752917
bison,bison1_1,2022,7,4,9,3,5,185.752917
bison,bison1_1,2022,7,4,9,4,5,185.752917
bison,bison1_1,2022,7,4,9,5,5,185.752917
bison,bison1_1,2022,7,4,9,6,2,125.1431497
bison,bison1_1,2022,7,4,9,7,4,165.5496613
bison,bison1_1,2022,7,4,9,8,5,185.752917
bison,bison1_1,2022,7,4,9,9,4,165.5496613
bison,bison1_1,2022,7,4,9,10,2,125.1431497
bison,bison1_1,2022,7,4,9,11,11,306.9724517
bison,bison1_1,2022,7,4,9,12,5,185.752917
bison,bison1_1,2022,7,4,9,13,4,165.5496613
bison,bison1_1,2022,7,4,9,14,5,185.752917
bison,bison1_1,2022,7,4,9,15,5,185.752917
bison,bison1_1,2022,7,4,9,16,20,488.8017538
bison,bison1_1,2022,7,4,9,17,2,125.1431497
bison,bison1_1,2022,7,4,9,18,5,185.752917
bison,bison1_1,2022,7,4,9,19,3,145.3464055
bison,bison1_1,2022,7,4,9,20,3,145.3464055
bison,bison1_1,2022,7,4,9,21,2,125.1431497
bison,bison1_1,2022,7,4,9,22,7,226.1594286
bison,bison1_1,2022,7,4,9,23,6,205.9561728
bison,bison1_1,2022,7,4,9,24,4,165.5496613
bison,bison1_1,2022,7,4,9,25,1,104.9398939
bison,bison1_1,2022,7,4,9,26,3,145.3464055
bison,bison1_1,2022,7,4,9,27,25,589.8180327
bison,bison1_1,2022,7,4,9,28,6,205.9561728
bison,bison1_1,2022,7,4,9,29,4,165.5496613
bison,bison1_1,2022,7,4,9,30,6,205.9561728
bison,bison2_1,2022,7,8,4,1,12,327.1757075
bison,bison2_1,2022,7,8,4,2,9,266.5659402
bison,bison2_1,2022,7,8,4,3,3,145.3464055
bison,bison2_1,2022,7,8,4,4,7,226.1594286
bison,bison2_1,2022,7,8,4,5,6,205.9561728
bison,bison2_1,2022,7,8,4,6,7,226.1594286
bison,bison2_1,2022,7,8,4,7,6,205.9561728
bison,bison2_1,2022,7,8,4,8,5,185.752917
bison,bison2_1,2022,7,8,4,9,8,246.3626844
bison,bison2_1,2022,7,8,4,10,9,266.5659402
bison,bison2_1,2022,7,8,4,11,5,185.752917
bison,bison2_1,2022,7,8,4,12,8,246.3626844
bison,bison2_1,2022,7,8,4,13,6,205.9561728
bison,bison2_1,2022,7,8,4,14,6,205.9561728
bison,bison2_1,2022,7,8,4,15,4,165.5496613
bison,bison2_1,2022,7,8,4,16,5,185.752917
bison,bison2_1,2022,7,8,4,17,5,185.752917
bison,bison2_1,2022,7,8,4,18,8,246.3626844
bison,bison2_1,2022,7,8,4,19,5,185.752917
bison,bison2_1,2022,7,8,4,20,8,246.3626844
bison,bison2_1,2022,7,8,4,21,5,185.752917
bison,bison2_1,2022,7,8,4,22,8,246.3626844
bison,bison2_1,2022,7,8,4,23,4,165.5496613
bison,bison2_1,2022,7,8,4,24,7,226.1594286
bison,bison2_1,2022,7,8,4,25,7,226.1594286
bison,bison2_1,2022,7,8,4,26,6,205.9561728
bison,bison2_1,2022,7,8,4,27,13,347.3789633
bison,bison2_1,2022,7,8,4,28,6,205.9561728
bison,bison2_1,2022,7,8,4,29,8,246.3626844
bison,bison2_1,2022,7,8,4,30,9,266.5659402
bison,bison2_1,2022,7,8,9,1,3,145.3464055
bison,bison2_1,2022,7,8,9,2,8,246.3626844
bison,bison2_1,2022,7,8,9,3,5,185.752917
bison,bison2_1,2022,7,8,9,4,8,246.3626844
bison,bison2_1,2022,7,8,9,5,5,185.752917
bison,bison2_1,2022,7,8,9,6,5,185.752917
bison,bison2_1,2022,7,8,9,7,8,246.3626844
bison,bison2_1,2022,7,8,9,8,2,125.1431497
bison,bison2_1,2022,7,8,9,9,7,226.1594286
bison,bison2_1,2022,7,8,9,10,1,104.9398939
bison,bison2_1,2022,7,8,9,11,3,145.3464055
bison,bison2_1,2022,7,8,9,12,3,145.3464055
bison,bison2_1,2022,7,8,9,13,5,185.752917
bison,bison2_1,2022,7,8,9,14,3,145.3464055
bison,bison2_1,2022,7,8,9,15,6,205.9561728
bison,bison2_1,2022,7,8,9,16,2,125.1431497
bison,bison2_1,2022,7,8,9,17,4,165.5496613
bison,bison2_1,2022,7,8,9,18,24,569.6147769
bison,bison2_1,2022,7,8,9,19,6,205.9561728
bison,bison2_1,2022,7,8,9,20,3,145.3464055
bison,bison2_1,2022,7,8,9,21,5,185.752917
bison,bison2_1,2022,7,8,9,22,4,165.5496613
bison,bison2_1,2022,7,8,9,23,7,226.1594286
bison,bison2_1,2022,7,8,9,24,3,145.3464055
bison,bison2_1,2022,7,8,9,25,5,185.752917
bison,bison2_1,2022,7,8,9,26,6,205.9561728
bison,bison2_1,2022,7,8,9,27,5,185.752917
bison,bison2_1,2022,7,8,9,28,3,145.3464055
bison,bison2_1,2022,7,8,9,29,6,205.9561728
bison,bison2_1,2022,7,8,9,30,3,145.3464055
bison,bison3_1,2022,7,5,4,1,3,145.3464055
bison,bison3_1,2022,7,5,4,2,7,226.1594286
bison,bison3_1,2022,7,5,4,3,10,286.769196
bison,bison3_1,2022,7,5,4,4,5,185.752917
bison,bison3_1,2022,7,5,4,5,7,226.1594286
bison,bison3_1,2022,7,5,4,6,7,226.1594286
bison,bison3_1,2022,7,5,4,7,10,286.769196
bison,bison3_1,2022,7,5,4,8,5,185.752917
bison,bison3_1,2022,7,5,4,9,7,226.1594286
bison,bison3_1,2022,7,5,4,10,6,205.9561728
bison,bison3_1,2022,7,5,4,11,5,185.752917
bison,bison3_1,2022,7,5,4,12,5,185.752917
bison,bison3_1,2022,7,5,4,13,3,145.3464055
bison,bison3_1,2022,7,5,4,14,7,226.1594286
bison,bison3_1,2022,7,5,4,15,13,347.3789633
bison,bison3_1,2022,7,5,4,16,9,266.5659402
bison,bison3_1,2022,7,5,4,17,10,286.769196
bison,bison3_1,2022,7,5,4,18,8,246.3626844
bison,bison3_1,2022,7,5,4,19,9,266.5659402
bison,bison3_1,2022,7,5,4,20,8,246.3626844
bison,bison3_1,2022,7,5,4,21,9,266.5659402
bison,bison3_1,2022,7,5,4,22,11,306.9724517
bison,bison3_1,2022,7,5,4,23,6,205.9561728
bison,bison3_1,2022,7,5,4,24,11,306.9724517
bison,bison3_1,2022,7,5,4,25,5,185.752917
bison,bison3_1,2022,7,5,4,26,7,226.1594286
bison,bison3_1,2022,7,5,4,27,6,205.9561728
bison,bison3_1,2022,7,5,4,28,5,185.752917
bison,bison3_1,2022,7,5,4,29,12,327.1757075
bison,bison3_1,2022,7,5,4,30,8,246.3626844
bison,bison3_1,2022,7,5,9,1,4,165.5496613
bison,bison3_1,2022,7,5,9,2,4,165.5496613
bison,bison3_1,2022,7,5,9,3,5,185.752917
bison,bison3_1,2022,7,5,9,4,10,286.769196
bison,bison3_1,2022,7,5,9,5,5,185.752917
bison,bison3_1,2022,7,5,9,6,3,145.3464055
bison,bison3_1,2022,7,5,9,7,4,165.5496613
bison,bison3_1,2022,7,5,9,8,6,205.9561728
bison,bison3_1,2022,7,5,9,9,6,205.9561728
bison,bison3_1,2022,7,5,9,10,6,205.9561728
bison,bison3_1,2022,7,5,9,11,4,165.5496613
bison,bison3_1,2022,7,5,9,12,9,266.5659402
bison,bison3_1,2022,7,5,9,13,4,165.5496613
bison,bison3_1,2022,7,5,9,14,5,185.752917
bison,bison3_1,2022,7,5,9,15,17,428.1919865
bison,bison3_1,2022,7,5,9,16,10,286.769196
bison,bison3_1,2022,7,5,9,17,6,205.9561728
bison,bison3_1,2022,7,5,9,18,4,165.5496613
bison,bison3_1,2022,7,5,9,19,5,185.752917
bison,bison3_1,2022,7,5,9,20,7,226.1594286
bison,bison3_1,2022,7,5,9,21,7,226.1594286
bison,bison3_1,2022,7,5,9,22,9,266.5659402
bison,bison3_1,2022,7,5,9,23,10,286.769196
bison,bison3_1,2022,7,5,9,24,6,205.9561728
bison,bison3_1,2022,7,5,9,25,5,185.752917
bison,bison3_1,2022,7,5,9,26,9,266.5659402
bison,bison3_1,2022,7,5,9,27,5,185.752917
bison,bison3_1,2022,7,5,9,28,11,306.9724517
bison,bison3_1,2022,7,5,9,29,5,185.752917
bison,bison3_1,2022,7,5,9,30,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,4,1,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,4,2,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,4,3,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,4,4,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,4,5,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,4,6,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,4,7,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,4,8,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,4,9,9,266.5659402
ungrazed,ungrazed1_1,2022,7,4,4,10,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,4,11,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,4,12,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,4,13,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,4,14,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,4,15,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,4,16,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,4,17,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,4,18,4,165.5496613
ungrazed,ungrazed1_1,2022,7,4,4,19,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,4,20,4,165.5496613
ungrazed,ungrazed1_1,2022,7,4,4,21,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,4,22,10,286.769196
ungrazed,ungrazed1_1,2022,7,4,4,23,14,367.5822191
ungrazed,ungrazed1_1,2022,7,4,4,24,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,4,25,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,4,26,9,266.5659402
ungrazed,ungrazed1_1,2022,7,4,4,27,10,286.769196
ungrazed,ungrazed1_1,2022,7,4,4,28,13,347.3789633
ungrazed,ungrazed1_1,2022,7,4,4,29,11,306.9724517
ungrazed,ungrazed1_1,2022,7,4,4,30,9,266.5659402
ungrazed,ungrazed1_1,2022,7,4,9,1,4,165.5496613
ungrazed,ungrazed1_1,2022,7,4,9,2,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,9,3,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,9,4,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,9,5,7,226.1594286
ungrazed,ungrazed1_1,2022,7,4,9,6,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,9,7,4,165.5496613
ungrazed,ungrazed1_1,2022,7,4,9,8,14,367.5822191
ungrazed,ungrazed1_1,2022,7,4,9,9,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,10,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,11,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,9,12,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,13,4,165.5496613
ungrazed,ungrazed1_1,2022,7,4,9,14,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,15,1,104.9398939
ungrazed,ungrazed1_1,2022,7,4,9,16,4,165.5496613
ungrazed,ungrazed1_1,2022,7,4,9,17,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,9,18,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,19,2,125.1431497
ungrazed,ungrazed1_1,2022,7,4,9,20,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,9,21,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,9,22,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,9,23,8,246.3626844
ungrazed,ungrazed1_1,2022,7,4,9,24,6,205.9561728
ungrazed,ungrazed1_1,2022,7,4,9,25,5,185.752917
ungrazed,ungrazed1_1,2022,7,4,9,26,2,125.1431497
ungrazed,ungrazed1_1,2022,7,4,9,27,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,28,3,145.3464055
ungrazed,ungrazed1_1,2022,7,4,9,29,2,125.1431497
ungrazed,ungrazed1_1,2022,7,4,9,30,3,145.3464055
ungrazed,ungrazed2_1,2022,7,12,4,1,6,205.9561728
ungrazed,ungrazed2_1,2022,7,12,4,2,11,306.9724517
ungrazed,ungrazed2_1,2022,7,12,4,3,13,347.3789633
ungrazed,ungrazed2_1,2022,7,12,4,4,3,145.3464055
ungrazed,ungrazed2_1,2022,7,12,4,5,1,104.9398939
ungrazed,ungrazed2_1,2022,7,12,4,6,7,226.1594286
ungrazed,ungrazed2_1,2022,7,12,4,7,1,104.9398939
ungrazed,ungrazed2_1,2022,7,12,4,8,3,145.3464055
ungrazed,ungrazed2_1,2022,7,12,4,9,2,125.1431497
ungrazed,ungrazed2_1,2022,7,12,4,10,3,145.3464055
ungrazed,ungrazed2_1,2022,7,12,4,11,4,165.5496613
ungrazed,ungrazed2_1,2022,7,12,4,12,4,165.5496613
ungrazed,ungrazed2_1,2022,7,12,4,13,4,165.5496613
ungrazed,ungrazed2_1,2022,7,12,4,14,6,205.9561728
ungrazed,ungrazed2_1,2022,7,12,4,15,17,428.1919865
ungrazed,ungrazed2_1,2022,7,12,4,16,21,509.0050096
ungrazed,ungrazed2_1,2022,7,12,4,17,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,4,18,12,327.1757075
ungrazed,ungrazed2_1,2022,7,12,4,19,18,448.3952422
ungrazed,ungrazed2_1,2022,7,12,4,20,6,205.9561728
ungrazed,ungrazed2_1,2022,7,12,4,21,11,306.9724517
ungrazed,ungrazed2_1,2022,7,12,4,22,10,286.769196
ungrazed,ungrazed2_1,2022,7,12,4,23,3,145.3464055
ungrazed,ungrazed2_1,2022,7,12,4,24,12,327.1757075
ungrazed,ungrazed2_1,2022,7,12,4,25,28,650.4278001
ungrazed,ungrazed2_1,2022,7,12,4,26,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,4,27,15,387.7854749
ungrazed,ungrazed2_1,2022,7,12,4,28,7,226.1594286
ungrazed,ungrazed2_1,2022,7,12,4,29,8,246.3626844
ungrazed,ungrazed2_1,2022,7,12,4,30,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,9,1,5,185.752917
ungrazed,ungrazed2_1,2022,7,12,9,2,8,246.3626844
ungrazed,ungrazed2_1,2022,7,12,9,3,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,9,4,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,9,5,7,226.1594286
ungrazed,ungrazed2_1,2022,7,12,9,6,8,246.3626844
ungrazed,ungrazed2_1,2022,7,12,9,7,4,165.5496613
ungrazed,ungrazed2_1,2022,7,12,9,8,1,104.9398939
ungrazed,ungrazed2_1,2022,7,12,9,9,7,226.1594286
ungrazed,ungrazed2_1,2022,7,12,9,10,2,125.1431497
ungrazed,ungrazed2_1,2022,7,12,9,11,11,306.9724517
ungrazed,ungrazed2_1,2022,7,12,9,12,5,185.752917
ungrazed,ungrazed2_1,2022,7,12,9,13,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,9,14,12,327.1757075
ungrazed,ungrazed2_1,2022,7,12,9,15,11,306.9724517
ungrazed,ungrazed2_1,2022,7,12,9,16,12,327.1757075
ungrazed,ungrazed2_1,2022,7,12,9,17,7,226.1594286
ungrazed,ungrazed2_1,2022,7,12,9,18,19,468.598498
ungrazed,ungrazed2_1,2022,7,12,9,19,9,266.5659402
ungrazed,ungrazed2_1,2022,7,12,9,20,17,428.1919865
ungrazed,ungrazed2_1,2022,7,12,9,21,23,549.4115212
ungrazed,ungrazed2_1,2022,7,12,9,22,36,812.0538464
ungrazed,ungrazed2_1,2022,7,12,9,23,27,630.2245443
ungrazed,ungrazed2_1,2022,7,12,9,24,33,751.444079
ungrazed,ungrazed2_1,2022,7,12,9,25,13,347.3789633
ungrazed,ungrazed2_1,2022,7,12,9,26,20,488.8017538
ungrazed,ungrazed2_1,2022,7,12,9,27,11,306.9724517
ungrazed,ungrazed2_1,2022,7,12,9,28,39,872.6636137
ungrazed,ungrazed2_1,2022,7,12,9,29,7,226.1594286
ungrazed,ungrazed2_1,2022,7,12,9,30,20,488.8017538
ungrazed,ungrazed3_1,2022,7,11,4,1,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,4,2,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,4,3,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,4,4,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,4,5,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,4,6,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,4,7,8,246.3626844
ungrazed,ungrazed3_1,2022,7,11,4,8,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,4,9,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,4,10,4,165.5496613
ungrazed,ungrazed3_1,2022,7,11,4,11,3,145.3464055
ungrazed,ungrazed3_1,2022,7,11,4,12,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,4,13,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,4,14,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,4,15,23,549.4115212
ungrazed,ungrazed3_1,2022,7,11,4,16,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,4,17,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,4,18,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,4,19,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,4,20,8,246.3626844
ungrazed,ungrazed3_1,2022,7,11,4,21,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,4,22,10,286.769196
ungrazed,ungrazed3_1,2022,7,11,4,23,11,306.9724517
ungrazed,ungrazed3_1,2022,7,11,4,24,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,4,25,35,791.8505906
ungrazed,ungrazed3_1,2022,7,11,4,26,10,286.769196
ungrazed,ungrazed3_1,2022,7,11,4,27,10,286.769196
ungrazed,ungrazed3_1,2022,7,11,4,28,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,4,29,4,165.5496613
ungrazed,ungrazed3_1,2022,7,11,4,30,45,993.8831484
ungrazed,ungrazed3_1,2022,7,11,9,1,11,306.9724517
ungrazed,ungrazed3_1,2022,7,11,9,2,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,9,3,8,246.3626844
ungrazed,ungrazed3_1,2022,7,11,9,4,8,246.3626844
ungrazed,ungrazed3_1,2022,7,11,9,5,10,286.769196
ungrazed,ungrazed3_1,2022,7,11,9,6,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,9,7,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,9,8,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,9,9,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,9,10,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,9,11,8,246.3626844
ungrazed,ungrazed3_1,2022,7,11,9,12,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,9,13,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,9,14,4,165.5496613
ungrazed,ungrazed3_1,2022,7,11,9,15,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,9,16,4,165.5496613
ungrazed,ungrazed3_1,2022,7,11,9,17,4,165.5496613
ungrazed,ungrazed3_1,2022,7,11,9,18,2,125.1431497
ungrazed,ungrazed3_1,2022,7,11,9,19,3,145.3464055
ungrazed,ungrazed3_1,2022,7,11,9,20,4,165.5496613
ungrazed,ungrazed3_1,2022,7,11,9,21,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,9,22,5,185.752917
ungrazed,ungrazed3_1,2022,7,11,9,23,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,9,24,8,246.3626844
ungrazed,ungrazed3_1,2022,7,11,9,25,10,286.769196
ungrazed,ungrazed3_1,2022,7,11,9,26,9,266.5659402
ungrazed,ungrazed3_1,2022,7,11,9,27,6,205.9561728
ungrazed,ungrazed3_1,2022,7,11,9,28,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,9,29,7,226.1594286
ungrazed,ungrazed3_1,2022,7,11,9,30,7,226.1594286
cattle,cattle1_1,2022,7,12,4,1,9,266.5659402
cattle,cattle1_1,2022,7,12,4,2,7,226.1594286
cattle,cattle1_1,2022,7,12,4,3,7,226.1594286
cattle,cattle1_1,2022,7,12,4,4,9,266.5659402
cattle,cattle1_1,2022,7,12,4,5,6,205.9561728
cattle,cattle1_1,2022,7,12,4,6,5,185.752917
cattle,cattle1_1,2022,7,12,4,7,8,246.3626844
cattle,cattle1_1,2022,7,12,4,8,6,205.9561728
cattle,cattle1_1,2022,7,12,4,9,4,165.5496613
cattle,cattle1_1,2022,7,12,4,10,4,165.5496613
cattle,cattle1_1,2022,7,12,4,11,8,246.3626844
cattle,cattle1_1,2022,7,12,4,12,12,327.1757075
cattle,cattle1_1,2022,7,12,4,13,5,185.752917
cattle,cattle1_1,2022,7,12,4,14,6,205.9561728
cattle,cattle1_1,2022,7,12,4,15,6,205.9561728
cattle,cattle1_1,2022,7,12,4,16,7,226.1594286
cattle,cattle1_1,2022,7,12,4,17,6,205.9561728
cattle,cattle1_1,2022,7,12,4,18,3,145.3464055
cattle,cattle1_1,2022,7,12,4,19,6,205.9561728
cattle,cattle1_1,2022,7,12,4,20,4,165.5496613
cattle,cattle1_1,2022,7,12,4,21,3,145.3464055
cattle,cattle1_1,2022,7,12,4,22,5,185.752917
cattle,cattle1_1,2022,7,12,4,23,4,165.5496613
cattle,cattle1_1,2022,7,12,4,24,5,185.752917
cattle,cattle1_1,2022,7,12,4,25,6,205.9561728
cattle,cattle1_1,2022,7,12,4,26,7,226.1594286
cattle,cattle1_1,2022,7,12,4,27,7,226.1594286
cattle,cattle1_1,2022,7,12,4,28,4,165.5496613
cattle,cattle1_1,2022,7,12,4,29,6,205.9561728
cattle,cattle1_1,2022,7,12,4,30,4,165.5496613
cattle,cattle1_1,2022,7,12,9,1,6,205.9561728
cattle,cattle1_1,2022,7,12,9,2,10,286.769196
cattle,cattle1_1,2022,7,12,9,3,6,205.9561728
cattle,cattle1_1,2022,7,12,9,4,5,185.752917
cattle,cattle1_1,2022,7,12,9,5,6,205.9561728
cattle,cattle1_1,2022,7,12,9,6,8,246.3626844
cattle,cattle1_1,2022,7,12,9,7,4,165.5496613
cattle,cattle1_1,2022,7,12,9,8,4,165.5496613
cattle,cattle1_1,2022,7,12,9,9,3,145.3464055
cattle,cattle1_1,2022,7,12,9,10,4,165.5496613
cattle,cattle1_1,2022,7,12,9,11,5,185.752917
cattle,cattle1_1,2022,7,12,9,12,5,185.752917
cattle,cattle1_1,2022,7,12,9,13,4,165.5496613
cattle,cattle1_1,2022,7,12,9,14,8,246.3626844
cattle,cattle1_1,2022,7,12,9,15,7,226.1594286
cattle,cattle1_1,2022,7,12,9,16,3,145.3464055
cattle,cattle1_1,2022,7,12,9,17,4,165.5496613
cattle,cattle1_1,2022,7,12,9,18,5,185.752917
cattle,cattle1_1,2022,7,12,9,19,6,205.9561728
cattle,cattle1_1,2022,7,12,9,20,5,185.752917
cattle,cattle1_1,2022,7,12,9,21,5,185.752917
cattle,cattle1_1,2022,7,12,9,22,3,145.3464055
cattle,cattle1_1,2022,7,12,9,23,2,125.1431497
cattle,cattle1_1,2022,7,12,9,24,3,145.3464055
cattle,cattle1_1,2022,7,12,9,25,6,205.9561728
cattle,cattle1_1,2022,7,12,9,26,3,145.3464055
cattle,cattle1_1,2022,7,12,9,27,8,246.3626844
cattle,cattle1_1,2022,7,12,9,28,3,145.3464055
cattle,cattle1_1,2022,7,12,9,29,4,165.5496613
cattle,cattle1_1,2022,7,12,9,30,5,185.752917
cattle,cattle2_1,2022,7,6,4,1,6,205.9561728
cattle,cattle2_1,2022,7,6,4,2,6,205.9561728
cattle,cattle2_1,2022,7,6,4,3,9,266.5659402
cattle,cattle2_1,2022,7,6,4,4,5,185.752917
cattle,cattle2_1,2022,7,6,4,5,10,286.769196
cattle,cattle2_1,2022,7,6,4,6,8,246.3626844
cattle,cattle2_1,2022,7,6,4,7,3,145.3464055
cattle,cattle2_1,2022,7,6,4,8,12,327.1757075
cattle,cattle2_1,2022,7,6,4,9,9,266.5659402
cattle,cattle2_1,2022,7,6,4,10,15,387.7854749
cattle,cattle2_1,2022,7,6,4,11,11,306.9724517
cattle,cattle2_1,2022,7,6,4,12,12,327.1757075
cattle,cattle2_1,2022,7,6,4,13,8,246.3626844
cattle,cattle2_1,2022,7,6,4,14,5,185.752917
cattle,cattle2_1,2022,7,6,4,15,8,246.3626844
cattle,cattle2_1,2022,7,6,4,16,5,185.752917
cattle,cattle2_1,2022,7,6,4,17,9,266.5659402
cattle,cattle2_1,2022,7,6,4,18,9,266.5659402
cattle,cattle2_1,2022,7,6,4,19,9,266.5659402
cattle,cattle2_1,2022,7,6,4,20,9,266.5659402
cattle,cattle2_1,2022,7,6,4,21,8,246.3626844
